TransactionID,Items
387,"""Panales, Cebolla, Pan, Cerveza, Mantequilla, Papas fritas"""
388,"""Detergente, Azucar"""
389,"""Salsa de Tomate, Queso, Platanos"""
390,"""Queso, Papas fritas"""
391,"""Chocolate, Pasta, Salsa de Tomate, Cafe, Cerveza, Detergente, Papas fritas"""
392,"""Platanos, Chocolate, Yogur, Pasta, Salsa de Tomate, Pan, Mantequilla, Manzanas"""
393,"""Yogur, Papel Higienico"""
394,"""Panales, Cafe, Azucar"""
395,"""Papel Higienico, Panales, Azucar, Cafe, Cerveza, Papas fritas"""
396,"""Leche, Cebolla"""
397,"""Platanos, Leche, Pasta, Azucar, Salsa de Tomate, Cafe, Cerveza, Mantequilla, Huevos"""
398,"""Chocolate, Papel Higienico, Cebolla, Mantequilla, Manzanas"""
399,"""Panales, Manzanas, Papel Higienico"""
400,"""Salsa de Tomate, Pasta, Cerveza"""
401,"""Chocolate, Yogur, Panales, Azucar, Cafe, Papas fritas"""
402,"""Leche, Azucar, Cafe, Mantequilla, Manzanas"""
403,"""Cafe, Manzanas, Azucar"""
404,"""Platanos, Chocolate, Leche, Pasta, Panales, Salsa de Tomate, Cerveza, Manzanas, Papas fritas"""
405,"""Platanos, Chocolate, Papel Higienico, Leche, Azucar, Cebolla, Cafe, Cerveza, Papas fritas"""
406,"""Yogur, Papas fritas, Pan"""
407,"""Salsa de Tomate, Panales"""
408,"""Refresco, Panales, Azucar, Pan, Cerveza, Mantequilla, Papas fritas"""
409,"""Platanos, Chocolate, Pasta, Salsa de Tomate, Detergente, Huevos"""
410,"""Manzanas"""
411,"""Salsa de Tomate, Leche, Chocolate, Cebolla"""
412,"""Cebolla"""
413,"""Platanos, Salsa de Tomate, Pan, Mantequilla, Papas fritas"""
414,"""Platanos, Chocolate, Leche, Pasta, Yogur, Salsa de Tomate, Papas fritas"""
415,"""Mantequilla, Panales, Pan"""
416,"""Queso, Panales, Pan, Cerveza, Mantequilla"""
417,"""Mantequilla, Queso, Yogur, Huevos"""
418,"""Chocolate, Papel Higienico, Queso, Leche, Yogur, Azucar, Cerveza, Papas fritas"""
419,"""Yogur, Panales, Cafe, Cerveza, Mantequilla, Papas fritas"""
420,"""Papel Higienico, Refresco, Queso, Panales, Cerveza, Huevos, Papas fritas"""
421,"""Platanos, Queso, Leche, Panales, Pasta, Salsa de Tomate, Cerveza, Detergente, Manzanas, Papas fritas"""
422,"""Mantequilla, Pan"""
423,"""Platanos, Papel Higienico, Panales, Salsa de Tomate, Huevos"""
424,"""Chocolate, Queso, Panales, Pasta, Cebolla, Salsa de Tomate, Pan, Cerveza, Mantequilla, Papas fritas"""
425,"""Platanos, Queso, Panales, Cerveza, Mantequilla, Detergente, Huevos, Papas fritas"""
426,"""Refresco, Pasta, Yogur, Salsa de Tomate, Cerveza, Manzanas, Papas fritas"""
427,"""Yogur, Papas fritas, Cerveza"""
428,"""Chocolate, Papel Higienico, Azucar, Cebolla, Salsa de Tomate, Papas fritas"""
429,"""Queso, Yogur, Platanos"""
430,"""Papas fritas, Cerveza"""
431,"""Platanos, Leche, Pasta, Salsa de Tomate, Cerveza, Mantequilla"""
432,"""Panales, Detergente, Azucar"""
433,"""Cebolla"""
434,"""Chocolate, Leche, Azucar, Cafe, Cerveza"""
435,"""Refresco, Yogur, Pasta, Panales, Salsa de Tomate, Pan, Cerveza"""
436,"""Salsa de Tomate, Queso, Pasta, Cafe"""
437,"""Queso, Huevos, Refresco"""
438,"""Platanos, Chocolate, Papel Higienico, Azucar, Cafe, Pan, Cerveza, Mantequilla, Manzanas, Papas fritas"""
439,"""Platanos, Azucar"""
440,"""Papas fritas, Cerveza"""
441,"""Queso, Huevos"""
442,"""Papel Higienico, Leche, Panales, Cebolla, Cerveza, Papas fritas"""
443,"""Chocolate, Leche, Yogur, Panales, Azucar, Cebolla, Salsa de Tomate, Cafe, Cerveza, Mantequilla, Papas fritas"""
444,"""Refresco"""
445,"""Detergente"""
446,"""Papel Higienico, Panales, Pasta, Salsa de Tomate, Pan, Cerveza, Papas fritas"""
447,"""Manzanas"""
448,"""Platanos, Papel Higienico, Refresco, Queso, Mantequilla"""
449,"""Platanos, Yogur, Salsa de Tomate, Cerveza, Manzanas, Huevos, Papas fritas"""
450,"""Platanos, Leche, Panales, Yogur, Azucar, Cafe, Cerveza, Detergente, Papas fritas"""
451,"""Refresco, Panales, Azucar, Cafe, Mantequilla, Detergente, Papas fritas"""
452,"""Chocolate, Cebolla, Papas fritas, Refresco"""
453,"""Platanos, Chocolate, Refresco, Pasta, Salsa de Tomate, Pan, Mantequilla, Papas fritas"""
454,"""Salsa de Tomate, Pasta"""
455,"""Chocolate, Leche, Azucar, Cebolla"""
456,"""Queso, Panales, Pasta, Salsa de Tomate, Detergente"""
457,"""Yogur, Platanos, Pan"""
458,"""Chocolate, Refresco, Leche, Mantequilla, Papas fritas"""
459,"""Chocolate, Papel Higienico, Pasta, Salsa de Tomate, Mantequilla, Huevos, Papas fritas"""
460,"""Refresco, Leche, Panales, Cerveza, Detergente, Manzanas, Huevos"""
461,"""Chocolate, Queso, Leche, Yogur"""
462,"""Chocolate, Papel Higienico, Queso, Leche, Cafe, Mantequilla, Detergente"""
463,"""Salsa de Tomate, Chocolate, Yogur, Mantequilla"""
464,"""Chocolate, Leche, Azucar, Cafe, Mantequilla, Detergente"""
465,"""Chocolate, Azucar, Pan, Cafe, Mantequilla, Huevos, Papas fritas"""
466,"""Leche, Azucar, Cebolla, Salsa de Tomate, Cafe, Detergente"""
467,"""Chocolate, Panales, Cafe, Pan, Cerveza, Mantequilla, Manzanas, Papas fritas"""
468,"""Panales, Pasta, Detergente, Papas fritas"""
469,"""Salsa de Tomate, Detergente, Azucar"""
470,"""Yogur, Cebolla, Mantequilla, Huevos, Papas fritas"""
471,"""Salsa de Tomate, Leche, Pasta, Cerveza"""
472,"""Chocolate"""
473,"""Refresco, Yogur, Panales, Azucar, Cebolla, Cerveza, Mantequilla, Detergente, Papas fritas"""
474,"""Papel Higienico, Pan, Mantequilla, Detergente, Manzanas"""
475,"""Platanos, Chocolate, Leche, Azucar, Salsa de Tomate, Cafe"""
476,"""Leche, Papas fritas, Cerveza"""
477,"""Mantequilla, Queso, Manzanas"""
478,"""Leche, Manzanas, Cebolla, Cerveza"""
479,"""Chocolate, Refresco, Leche, Pasta, Salsa de Tomate, Cafe, Cerveza, Huevos, Papas fritas"""
480,"""Chocolate, Papel Higienico, Leche, Yogur, Huevos"""
481,"""Mantequilla, Detergente, Azucar, Cebolla"""
482,"""Platanos, Chocolate, Papel Higienico, Queso, Panales, Yogur, Cerveza, Mantequilla, Detergente"""
483,"""Papel Higienico, Refresco, Leche, Yogur, Cebolla, Salsa de Tomate, Huevos"""
484,"""Platanos, Papel Higienico, Queso, Yogur, Salsa de Tomate, Pan, Mantequilla, Detergente"""
485,"""Salsa de Tomate, Pasta, Refresco"""
486,"""Chocolate, Papel Higienico, Panales, Azucar, Salsa de Tomate, Detergente"""
487,"""Salsa de Tomate, Pasta"""
488,"""Chocolate, Queso, Salsa de Tomate, Pan, Cafe, Mantequilla"""
489,"""Platanos"""
490,"""Queso, Chocolate, Pasta"""
491,"""Huevos, Leche, Yogur, Pasta, Salsa de Tomate, Detergente, Manzanas, Papas fritas"""
492,"""Platanos, Chocolate, Refresco, Queso, Leche, Huevos, Papas fritas"""
493,"""Platanos, Refresco, Yogur, Pasta, Panales, Salsa de Tomate, Huevos, Papas fritas"""
494,"""Platanos, Queso, Leche, Pasta, Cebolla, Salsa de Tomate, Mantequilla, Detergente"""
495,"""Platanos, Chocolate, Queso, Leche, Panales, Pan, Cerveza, Manzanas, Papas fritas"""
496,"""Chocolate, Pasta, Cebolla, Salsa de Tomate, Cerveza, Manzanas, Papas fritas"""
497,"""Azucar, Yogur, Cafe, Papel Higienico"""
498,"""Chocolate, Papel Higienico, Pan, Cerveza, Mantequilla, Detergente, Papas fritas"""
499,"""Salsa de Tomate, Mantequilla, Papas fritas, Cerveza"""
500,"""Salsa de Tomate, Pasta, Papel Higienico, Manzanas"""
501,"""Salsa de Tomate, Pasta"""
502,"""Refresco, Panales, Cebolla, Cerveza, Detergente, Huevos, Papas fritas"""
503,"""Chocolate, Papel Higienico, Refresco, Leche, Yogur, Azucar, Cafe, Mantequilla, Manzanas"""
504,"""Salsa de Tomate, Azucar, Cafe, Papel Higienico"""
505,"""Chocolate, Papel Higienico, Azucar, Cebolla, Salsa de Tomate, Pan, Mantequilla, Detergente, Huevos"""
506,"""Salsa de Tomate, Refresco, Pasta, Cerveza"""
507,"""Papel Higienico, Yogur, Cebolla, Cerveza, Detergente, Papas fritas"""
508,"""Mantequilla, Queso, Manzanas, Cebolla"""
509,"""Pasta, Panales, Salsa de Tomate, Manzanas, Papas fritas"""
510,"""Papel Higienico, Refresco, Queso, Yogur, Pasta, Panales, Cerveza, Papas fritas"""
511,"""Platanos, Papel Higienico, Panales, Cebolla, Pan, Mantequilla, Detergente, Huevos"""
512,"""Papel Higienico, Pasta, Azucar, Cebolla, Salsa de Tomate, Cafe, Mantequilla, Manzanas"""
513,"""Papel Higienico, Refresco, Yogur, Cebolla, Pan, Detergente"""
514,"""Chocolate, Refresco, Salsa de Tomate, Detergente, Huevos"""
515,"""Chocolate, Papel Higienico, Panales, Azucar, Cafe, Cerveza, Mantequilla, Manzanas, Papas fritas"""
516,"""Chocolate, Leche, Panales, Azucar, Cafe, Huevos, Papas fritas"""
517,"""Chocolate, Manzanas, Refresco"""
518,"""Refresco, Azucar, Salsa de Tomate, Cafe, Mantequilla, Detergente, Papas fritas"""
519,"""Refresco, Panales, Salsa de Tomate, Cafe, Cerveza, Detergente, Papas fritas"""
520,"""Platanos, Panales, Cerveza, Mantequilla, Detergente, Huevos, Papas fritas"""
521,"""Chocolate, Refresco, Leche, Pasta, Detergente, Papas fritas"""
522,"""Platanos, Refresco, Pasta, Yogur, Azucar, Cebolla, Salsa de Tomate, Cafe, Cerveza, Papas fritas"""
523,"""Panales, Refresco"""
524,"""Platanos, Chocolate, Refresco, Azucar, Salsa de Tomate, Cafe, Cerveza, Huevos"""
525,"""Leche, Manzanas"""
526,"""Queso"""
527,"""Platanos, Chocolate, Refresco, Leche, Azucar, Salsa de Tomate, Mantequilla, Papas fritas"""
528,"""Manzanas"""
529,"""Azucar"""
530,"""Chocolate, Papas fritas"""
531,"""Refresco, Panales, Azucar, Pan, Cafe, Cerveza, Mantequilla, Papas fritas"""
532,"""Chocolate, Leche, Papas fritas, Cerveza"""
533,"""Refresco, Queso, Yogur, Pasta, Panales, Salsa de Tomate, Cerveza, Papas fritas"""
534,"""Mantequilla, Chocolate, Detergente"""
535,"""Papel Higienico, Refresco, Panales, Yogur, Azucar, Cebolla, Cafe, Cerveza, Mantequilla"""
536,"""Mantequilla, Queso, Chocolate, Leche"""
537,"""Pan, Cafe, Azucar, Refresco"""
538,"""Platanos, Refresco, Salsa de Tomate, Cerveza, Detergente, Huevos"""
539,"""Pan, Papas fritas"""
540,"""Cebolla"""
541,"""Papel Higienico, Pan, Cerveza, Mantequilla, Detergente, Huevos, Papas fritas"""
542,"""Chocolate, Pasta, Salsa de Tomate, Mantequilla, Detergente"""
543,"""Platanos, Chocolate, Yogur, Cebolla, Mantequilla, Detergente"""
544,"""Papel Higienico, Queso, Azucar, Cafe, Papas fritas"""
545,"""Chocolate, Leche, Pasta, Azucar, Salsa de Tomate, Cafe, Manzanas"""
546,"""Platanos, Panales, Pasta, Azucar, Cafe, Cerveza, Mantequilla, Papas fritas"""
547,"""Yogur"""
548,"""Platanos, Leche, Pan, Papas fritas"""
549,"""Platanos, Panales"""
550,"""Papel Higienico, Manzanas, Papas fritas, Cebolla"""
551,"""Queso, Leche, Panales, Cebolla, Salsa de Tomate, Cerveza, Manzanas, Papas fritas"""
552,"""Panales, Azucar, Salsa de Tomate, Cafe, Cerveza, Papas fritas"""
553,"""Queso, Leche, Yogur"""
554,"""Papel Higienico, Yogur, Pasta, Salsa de Tomate, Cerveza, Detergente, Manzanas, Papas fritas"""
555,"""Platanos, Pasta, Panales, Salsa de Tomate, Pan, Cerveza, Mantequilla, Huevos, Papas fritas"""
556,"""Leche, Yogur, Pasta, Azucar, Salsa de Tomate, Cafe"""
557,"""Papel Higienico, Cebolla, Pan, Mantequilla, Manzanas, Papas fritas"""
558,"""Platanos, Chocolate, Refresco, Pasta, Cebolla, Salsa de Tomate, Cerveza, Detergente, Huevos, Papas fritas"""
559,"""Platanos, Chocolate, Leche, Yogur, Salsa de Tomate, Mantequilla, Detergente, Huevos"""
560,"""Chocolate, Leche, Panales, Salsa de Tomate, Pan, Cerveza, Papas fritas"""
561,"""Refresco, Queso, Leche, Panales, Cebolla, Salsa de Tomate, Cerveza, Papas fritas"""
562,"""Mantequilla, Queso, Salsa de Tomate, Huevos"""
563,"""Refresco, Queso, Leche, Panales, Azucar, Cebolla, Cerveza, Papas fritas"""
564,"""Platanos, Papel Higienico, Azucar, Cebolla, Cafe, Cerveza, Manzanas, Huevos, Papas fritas"""
565,"""Papel Higienico, Queso, Leche, Pasta, Panales, Azucar, Salsa de Tomate, Cafe, Cerveza, Papas fritas"""
566,"""Chocolate, Leche, Papas fritas"""
567,"""Chocolate, Papel Higienico, Panales, Yogur, Azucar, Cebolla, Manzanas, Huevos"""
568,"""Platanos"""
569,"""Chocolate, Refresco, Pasta, Salsa de Tomate, Cerveza, Papas fritas"""
570,"""Queso, Yogur, Salsa de Tomate, Pan, Manzanas"""
571,"""Platanos, Chocolate, Papel Higienico, Queso, Leche, Azucar, Manzanas, Papas fritas"""
572,"""Chocolate, Papel Higienico, Leche, Pasta, Azucar, Cafe, Pan, Papas fritas"""
573,"""Huevos, Papas fritas, Cerveza"""
574,"""Azucar, Pan, Mantequilla, Detergente, Papas fritas"""
575,"""Refresco"""
576,"""Chocolate, Papel Higienico, Panales, Yogur, Pan, Cerveza, Mantequilla, Huevos, Papas fritas"""
577,"""Chocolate, Queso, Cebolla, Pan, Mantequilla, Detergente, Manzanas, Huevos"""
578,"""Platanos, Chocolate, Yogur, Pasta, Azucar, Salsa de Tomate, Pan, Cafe, Mantequilla"""
579,"""Salsa de Tomate"""
580,"""Leche, Chocolate, Manzanas, Papas fritas"""
581,"""Papas fritas, Pan, Azucar"""
582,"""Platanos, Queso, Azucar, Cafe, Mantequilla, Manzanas"""
583,"""Manzanas, Huevos, Papas fritas, Cerveza"""
584,"""Platanos, Manzanas"""
585,"""Papel Higienico, Yogur, Azucar, Manzanas, Papas fritas"""
586,"""Cafe, Azucar"""
587,"""Papel Higienico, Refresco, Panales, Azucar, Salsa de Tomate, Cafe, Cerveza, Huevos, Papas fritas"""
588,"""Papel Higienico, Cebolla"""
589,"""Queso, Azucar, Cebolla, Cafe, Detergente, Manzanas, Papas fritas"""
590,"""Huevos, Pasta, Cebolla, Salsa de Tomate, Cerveza, Detergente, Manzanas"""
591,"""Queso, Platanos, Azucar"""
592,"""Salsa de Tomate, Papel Higienico"""
593,"""Platanos, Yogur, Azucar"""
594,"""Papel Higienico, Queso, Pasta, Yogur, Salsa de Tomate, Pan, Detergente, Manzanas, Papas fritas"""
595,"""Platanos, Chocolate, Papel Higienico, Leche, Yogur, Panales, Pasta, Cebolla, Salsa de Tomate, Cerveza, Mantequilla, Papas fritas"""
596,"""Mantequilla, Yogur"""
597,"""Chocolate, Papel Higienico, Detergente, Cebolla"""
598,"""Panales, Yogur, Cebolla, Cerveza, Detergente, Papas fritas"""
599,"""Queso"""
600,"""Platanos, Queso, Papas fritas, Cerveza"""
601,"""Chocolate, Papel Higienico, Queso, Leche, Pasta, Azucar, Cerveza, Papas fritas"""
602,"""Platanos, Leche, Cafe, Azucar"""
603,"""Papel Higienico, Refresco, Yogur, Azucar, Cebolla, Detergente"""
604,"""Chocolate, Papel Higienico, Yogur, Azucar, Salsa de Tomate, Cafe, Papas fritas"""
605,"""Salsa de Tomate, Detergente"""
606,"""Chocolate, Refresco, Leche, Pasta, Salsa de Tomate, Pan"""
607,"""Platanos, Chocolate, Leche, Azucar, Detergente"""
608,"""Detergente, Papel Higienico"""
609,"""Papas fritas, Azucar"""
610,"""Papas fritas"""
611,"""Papas fritas, Refresco"""
612,"""Panales, Pan, Papas fritas, Cerveza"""
613,"""Panales, Azucar, Cafe, Pan, Cerveza, Papas fritas"""
614,"""Queso, Yogur, Azucar, Salsa de Tomate, Pan, Mantequilla, Detergente"""
615,"""Leche, Azucar, Cebolla, Salsa de Tomate, Cafe, Pan, Mantequilla, Detergente"""
616,"""Refresco, Pasta, Yogur, Azucar, Cebolla, Salsa de Tomate, Detergente, Huevos, Papas fritas"""
617,"""Huevos, Cafe, Cerveza, Manzanas, Papas fritas"""
618,"""Platanos, Refresco, Yogur, Azucar, Salsa de Tomate, Cerveza, Mantequilla, Huevos, Papas fritas"""
619,"""Refresco, Yogur, Panales, Azucar, Cebolla, Cafe, Detergente, Huevos"""
620,"""Cafe, Azucar"""
621,"""Platanos, Papel Higienico, Queso, Cebolla, Salsa de Tomate, Cerveza, Manzanas, Papas fritas"""
622,"""Chocolate, Refresco, Leche, Yogur, Pan, Mantequilla, Manzanas"""
623,"""Refresco, Azucar, Cebolla, Salsa de Tomate, Cerveza, Manzanas, Huevos, Papas fritas"""
624,"""Platanos, Chocolate, Huevos, Azucar, Cebolla, Mantequilla, Manzanas"""
625,"""Platanos, Azucar, Cebolla, Salsa de Tomate, Pan, Cerveza, Mantequilla, Papas fritas"""
626,"""Pasta, Azucar, Cebolla, Salsa de Tomate, Cafe, Mantequilla, Papas fritas"""
627,"""Queso, Azucar, Salsa de Tomate, Pan, Cafe, Cerveza, Detergente, Papas fritas"""
628,"""Panales, Azucar, Cafe, Cerveza, Papas fritas"""
629,"""Refresco, Queso, Panales, Pasta, Azucar, Cebolla, Salsa de Tomate, Mantequilla, Detergente"""
630,"""Platanos, Panales, Cebolla, Cerveza, Papas fritas"""
631,"""Mantequilla, Salsa de Tomate, Cebolla"""
632,"""Salsa de Tomate, Queso, Cebolla"""
633,"""Refresco, Leche, Pasta, Salsa de Tomate, Huevos, Papas fritas"""
634,"""Salsa de Tomate, Chocolate, Yogur"""
635,"""Chocolate, Cebolla"""
636,"""Refresco, Queso, Pasta, Panales, Cerveza, Detergente, Manzanas, Papas fritas"""
637,"""Cebolla"""
638,"""Chocolate, Queso, Leche, Yogur, Mantequilla"""
639,"""Papel Higienico"""
640,"""Chocolate, Leche, Detergente"""
641,"""Salsa de Tomate, Pasta"""
642,"""Refresco"""
643,"""Salsa de Tomate, Queso"""
644,"""Chocolate, Refresco, Huevos, Leche, Yogur, Cebolla, Pan, Cerveza, Manzanas"""
645,"""Pasta"""
646,"""Queso, Yogur, Cebolla, Pan, Mantequilla, Papas fritas"""
647,"""Chocolate, Refresco, Yogur, Cerveza, Papas fritas"""
648,"""Platanos, Azucar, Cebolla"""
649,"""Platanos, Azucar, Pan, Cerveza, Mantequilla, Papas fritas"""
650,"""Mantequilla, Pan, Detergente"""
651,"""Queso, Pan, Huevos"""
652,"""Platanos, Chocolate, Huevos, Refresco, Panales, Azucar, Cafe, Cerveza, Manzanas, Papas fritas"""
653,"""Papel Higienico, Yogur, Panales, Cerveza, Papas fritas"""
654,"""Huevos"""
655,"""Platanos, Refresco, Queso, Leche, Azucar, Cafe, Cerveza, Detergente, Manzanas, Papas fritas"""
656,"""Detergente"""
657,"""Detergente"""
658,"""Cebolla, Pan, Cafe, Cerveza, Mantequilla, Papas fritas"""
659,"""Chocolate, Cebolla, Cerveza, Manzanas, Huevos"""
660,"""Pan"""
661,"""Platanos, Cebolla"""
662,"""Platanos, Refresco, Pasta, Azucar, Cebolla, Cafe, Cerveza, Mantequilla, Papas fritas"""
663,"""Refresco, Queso, Leche, Salsa de Tomate, Pan, Cerveza, Mantequilla, Huevos, Papas fritas"""
664,"""Refresco, Leche, Panales, Azucar, Cafe, Cerveza, Huevos, Papas fritas"""
665,"""Pasta, Manzanas"""
666,"""Papel Higienico, Panales, Pasta, Azucar, Salsa de Tomate, Cafe, Pan, Cerveza, Manzanas"""
667,"""Pasta, Panales, Yogur, Azucar, Salsa de Tomate, Cafe, Cerveza, Detergente, Manzanas, Papas fritas"""
668,"""Platanos, Queso, Pasta, Yogur, Salsa de Tomate, Pan, Cerveza, Huevos, Papas fritas"""
669,"""Mantequilla, Azucar, Cerveza"""
670,"""Chocolate, Refresco, Queso, Azucar, Manzanas"""
671,"""Queso, Yogur, Azucar, Cafe, Papas fritas"""
672,"""Leche, Panales, Pasta, Azucar, Cebolla, Salsa de Tomate, Cafe, Cerveza, Detergente, Manzanas, Papas fritas"""
673,"""Huevos, Cebolla"""
674,"""Platanos, Cebolla"""
675,"""Salsa de Tomate, Platanos, Pasta, Detergente"""
676,"""Papel Higienico, Cebolla, Pan, Cerveza, Mantequilla, Huevos, Papas fritas"""
677,"""Chocolate, Queso, Leche, Yogur, Pan, Cerveza, Papas fritas"""
678,"""Chocolate, Leche, Pan, Mantequilla, Detergente"""
679,"""Chocolate, Panales, Pasta, Azucar, Cebolla, Salsa de Tomate, Pan, Cerveza, Mantequilla, Manzanas, Papas fritas"""
680,"""Chocolate, Queso, Leche, Yogur, Pan, Mantequilla, Manzanas"""
681,"""Queso, Detergente, Manzanas"""
682,"""Refresco, Leche, Panales, Pasta, Azucar, Salsa de Tomate, Papas fritas"""
683,"""Salsa de Tomate, Cafe, Azucar, Refresco"""
684,"""Pasta, Cebolla, Salsa de Tomate, Cafe, Cerveza, Mantequilla, Detergente, Papas fritas"""
685,"""Salsa de Tomate, Pasta, Yogur, Cebolla"""
686,"""Papas fritas, Cerveza"""
687,"""Chocolate, Yogur"""
688,"""Platanos, Chocolate, Leche, Pasta, Cebolla, Salsa de Tomate, Pan, Detergente, Huevos"""
689,"""Queso, Yogur, Pasta, Azucar, Cebolla, Salsa de Tomate, Detergente"""
690,"""Pasta, Salsa de Tomate, Pan, Cerveza, Detergente, Manzanas, Papas fritas"""
691,"""Chocolate, Papel Higienico, Queso, Leche, Pasta, Salsa de Tomate, Cerveza, Detergente, Papas fritas"""
692,"""Detergente, Cebolla"""
693,"""Huevos, Queso, Pasta, Cebolla, Salsa de Tomate, Manzanas"""
694,"""Chocolate, Huevos, Leche, Yogur, Mantequilla, Manzanas"""
695,"""Chocolate, Refresco, Queso, Panales, Cerveza, Huevos, Papas fritas"""
696,"""Platanos, Queso, Azucar, Salsa de Tomate, Cafe, Cerveza, Detergente, Manzanas, Papas fritas"""
697,"""Platanos, Chocolate, Panales, Yogur, Azucar, Cafe, Mantequilla, Papas fritas"""
698,"""Panales, Cerveza"""
699,"""Queso, Pasta, Panales, Azucar, Cebolla, Salsa de Tomate, Cafe, Cerveza, Huevos"""
700,"""Queso, Leche, Panales, Pasta, Salsa de Tomate, Cerveza"""
701,"""Chocolate, Papel Higienico, Queso, Leche, Azucar, Cafe, Cerveza, Mantequilla, Huevos, Papas fritas"""
702,"""Chocolate, Refresco, Panales, Cebolla, Salsa de Tomate, Cerveza, Detergente, Huevos, Papas fritas"""
703,"""Papel Higienico, Refresco, Yogur, Salsa de Tomate, Pan, Mantequilla, Manzanas"""
704,"""Azucar, Pan, Cerveza, Mantequilla, Papas fritas"""
705,"""Queso, Cebolla"""
706,"""Chocolate, Leche, Yogur, Pasta, Cebolla, Salsa de Tomate, Mantequilla, Huevos"""
707,"""Mantequilla, Salsa de Tomate, Detergente, Cebolla"""
708,"""Chocolate, Yogur, Pasta, Azucar, Salsa de Tomate, Cerveza, Mantequilla, Papas fritas"""
709,"""Detergente"""
710,"""Platanos, Azucar, Salsa de Tomate, Cafe, Huevos"""
711,"""Papel Higienico, Azucar"""
712,"""Platanos, Chocolate, Leche, Pasta, Azucar, Cebolla, Huevos, Papas fritas"""
713,"""Platanos, Panales, Papas fritas, Cerveza"""
714,"""Mantequilla, Pan"""
715,"""Chocolate, Refresco, Leche, Azucar, Pan, Cerveza, Mantequilla, Papas fritas"""
716,"""Yogur, Pan, Manzanas"""
717,"""Queso, Chocolate, Detergente, Cebolla"""
718,"""Leche, Pasta, Cebolla, Salsa de Tomate, Cerveza, Mantequilla, Manzanas, Papas fritas"""
719,"""Mantequilla, Pan, Papas fritas, Cerveza"""
720,"""Salsa de Tomate, Papas fritas, Cerveza"""
721,"""Platanos, Chocolate, Huevos, Leche, Pasta, Cebolla, Salsa de Tomate, Cafe, Manzanas, Papas fritas"""
722,"""Chocolate, Papel Higienico, Pasta, Salsa de Tomate, Detergente, Huevos, Papas fritas"""
723,"""Mantequilla, Pan"""
724,"""Mantequilla, Leche, Cafe, Huevos"""
725,"""Refresco, Cerveza"""
726,"""Mantequilla, Manzanas"""
727,"""Queso, Yogur, Pasta, Panales, Salsa de Tomate, Cerveza, Detergente, Manzanas"""
728,"""Salsa de Tomate, Detergente"""
729,"""Leche, Yogur, Papel Higienico, Refresco"""
730,"""Salsa de Tomate, Pasta, Manzanas, Refresco"""
731,"""Queso, Azucar"""
732,"""Azucar, Refresco"""
733,"""Cafe, Azucar"""
734,"""Cafe, Azucar"""
735,"""Manzanas, Papas fritas, Cerveza"""
736,"""Leche, Cebolla"""
737,"""Chocolate, Queso, Leche, Azucar, Cebolla, Cafe, Mantequilla, Detergente, Huevos"""
738,"""Platanos, Papel Higienico, Yogur, Pasta, Azucar, Salsa de Tomate"""
739,"""Chocolate, Papel Higienico, Queso, Leche, Panales, Pan, Detergente"""
740,"""Chocolate, Papel Higienico, Yogur, Salsa de Tomate, Pan, Cerveza, Mantequilla, Papas fritas"""
741,"""Salsa de Tomate, Chocolate"""
742,"""Platanos, Chocolate, Leche, Pasta, Cebolla, Salsa de Tomate, Mantequilla, Detergente, Huevos"""
743,"""Platanos, Queso, Panales, Azucar, Cebolla, Cafe, Pan, Cerveza, Mantequilla, Papas fritas"""
744,"""Platanos, Panales"""
745,"""Chocolate, Refresco, Pan, Cerveza, Mantequilla, Manzanas, Papas fritas"""
746,"""Papel Higienico, Refresco, Cebolla, Cerveza, Mantequilla, Papas fritas"""
747,"""Mantequilla, Salsa de Tomate, Pasta, Cebolla"""
748,"""Refresco, Panales, Azucar, Cebolla, Pan, Cerveza, Mantequilla, Manzanas, Papas fritas"""
749,"""Mantequilla, Leche, Pan"""
750,"""Mantequilla, Queso, Leche, Azucar"""
751,"""Leche, Azucar, Cebolla, Salsa de Tomate, Detergente, Manzanas, Huevos"""
752,"""Chocolate, Refresco, Yogur, Salsa de Tomate, Cerveza, Manzanas"""
753,"""Mantequilla, Chocolate, Yogur, Manzanas"""
754,"""Papel Higienico, Refresco, Cafe, Cerveza, Mantequilla"""
755,"""Chocolate, Leche, Panales, Pasta, Pan, Cerveza, Papas fritas"""
756,"""Refresco, Queso, Azucar, Salsa de Tomate, Pan, Cerveza, Mantequilla, Papas fritas"""
757,"""Huevos, Refresco, Salsa de Tomate, Pan, Cerveza, Detergente, Manzanas, Papas fritas"""
758,"""Refresco, Leche, Cerveza, Mantequilla, Detergente, Manzanas, Huevos, Papas fritas"""
759,"""Mantequilla, Panales"""
760,"""Platanos, Papel Higienico, Yogur, Azucar, Cebolla"""
761,"""Papel Higienico, Panales, Cebolla, Cerveza, Huevos, Papas fritas"""
762,"""Chocolate, Refresco, Leche, Panales, Azucar, Salsa de Tomate, Cafe, Cerveza, Mantequilla, Papas fritas"""
763,"""Cebolla"""
764,"""Leche, Panales, Yogur, Azucar, Salsa de Tomate, Cafe, Cerveza, Manzanas, Papas fritas"""
765,"""Pasta, Cebolla, Salsa de Tomate, Detergente, Huevos"""
766,"""Mantequilla, Queso, Papas fritas"""
767,"""Papel Higienico, Panales, Pasta, Salsa de Tomate, Pan, Cerveza, Mantequilla, Huevos"""
768,"""Leche, Yogur, Manzanas"""
